Chapter,Verse,Concept,Keyword,Sanskrit,English,Speaker,Sanskrit ,Swami Adidevananda,Swami Gambirananda,Swami Sivananda,Dr. S. Sankaranarayan,Shri Purohit Swami,chapter,verse,speaker,sanskrit,translation,question,Shloka,Sanskrit Word,English Meaning,Hindi Meaning
6,,,,,,,,,,,,,,,,,,,39,छेत्तुम्,,निवारण करना
6,,,,,,,,,,,,,,,,,,,39,अर्हसि,,तुम कर सकते हो
6,,,,,,,,,,,,,,,,,,,39,अशेषतः,,पूर्णतया
6,,,,,,,,,,,,,,,,,,,39,त्वत्,,आपकी अपेक्षा
6,,,,,,,,,,,,,,,,,,,39,अन्यः,,दूसरा
6,,,,,,,,,,,,,,,,,,,39,संशयस्य,,सन्देह का
6,,,,,,,,,,,,,,,,,,,39,अस्य,,इस
6,,,,,,,,,,,,,,,,,,,39,छेत्ता,,निवारण करने वाला
6,,,,,,,,,,,,,,,,,,,39,न,,नहीं
6,,,,,,,,,,,,,,,,,,,39,हि,,निश्चय ही
6,,,,,,,,,,,,,,,,,,,39,उपपद्यते,,समर्थ होना।।
6,,,,,,,,,,,,,,,,,,,40,श्रीभगवानुवाच,,भगवान् ने कहा
6,,,,,,,,,,,,,,,,,,,40,पार्थ,,"पृथापुत्र, अर्जुन"
6,,,,,,,,,,,,,,,,,,,40,न,,एव
6,,,,,,,,,,,,,,,,,,,40,इह,,इस संसार में
6,,,,,,,,,,,,,,,,,,,40,न,,कभी नहीं
6,,,,,,,,,,,,,,,,,,,40,अमुत्र,,परलोक में
6,,,,,,,,,,,,,,,,,,,40,विनाश:,,नाश
6,,,,,,,,,,,,,,,,,,,40,तस्य,,उसका
6,,,,,,,,,,,,,,,,,,,40,विद्यते,,होता है
6,,,,,,,,,,,,,,,,,,,40,न,,कभी नहीं
6,,,,,,,,,,,,,,,,,,,40,हि,,निश्चय ही
6,,,,,,,,,,,,,,,,,,,40,कल्याण,,कृत्
6,,,,,,,,,,,,,,,,,,,40,कश्चित्,,कोई भी
6,,,,,,,,,,,,,,,,,,,40,दुर्गतिम्,,पतन को
6,,,,,,,,,,,,,,,,,,,40,तात,,मेरे प्रिय मित्र
6,,,,,,,,,,,,,,,,,,,40,गच्छति,,जाता है।
6,,,,,,,,,,,,,,,,,,,41,प्राप्य,,प्राप्त करके
6,,,,,,,,,,,,,,,,,,,41,पुण्य,,कृताम्
6,,,,,,,,,,,,,,,,,,,41,उषित्वा,,निवास के पश्चात
6,,,,,,,,,,,,,,,,,,,41,शाश्वती:,,अनेक
6,,,,,,,,,,,,,,,,,,,41,समा:,,वर्ष
6,,,,,,,,,,,,,,,,,,,41,शुचीनाम्,,पुण्य आत्माओं के
6,,,,,,,,,,,,,,,,,,,41,श्री,,मताम्
6,,,,,,,,,,,,,,,,,,,41,गेहे,,घर में
6,,,,,,,,,,,,,,,,,,,41,योग,,भ्रष्ट:
6,,,,,,,,,,,,,,,,,,,41,अभिजायते,,जन्म लेता है
6,,,,,,,,,,,,,,,,,,,41,अथवा,,या
6,,,,,,,,,,,,,,,,,,,41,योगिनाम्,,दिव्य ज्ञान से सम्पन्न
6,,,,,,,,,,,,,,,,,,,41,एव,,निश्चय ही
6,,,,,,,,,,,,,,,,,,,41,कुले,,परिवार में
6,,,,,,,,,,,,,,,,,,,41,भवति,,जन्म लेता है।धी
6,,,,,,,,,,,,,,,,,,,41,एतत्,,यह
6,,,,,,,,,,,,,,,,,,,41,हि,,निश्चय ही
6,,,,,,,,,,,,,,,,,,,41,दुर्लभ,,तरम्
6,,,,,,,,,,,,,,,,,,,41,जन्म,,जन्म
6,,,,,,,,,,,,,,,,,,,41,यत्,,जो
6,,,,,,,,,,,,,,,,,,,41,ईदृशम्,,इस प्रकार का।
6,,,,,,,,,,,,,,,,,,,42,प्राप्य,,प्राप्त करके
6,,,,,,,,,,,,,,,,,,,42,पुण्य,,कृताम्
6,,,,,,,,,,,,,,,,,,,42,उषित्वा,,निवास के पश्चात
6,,,,,,,,,,,,,,,,,,,42,शाश्वती:,,अनेक
6,,,,,,,,,,,,,,,,,,,42,समा:,,वर्ष
6,,,,,,,,,,,,,,,,,,,42,शुचीनाम्,,पुण्य आत्माओं के
6,,,,,,,,,,,,,,,,,,,42,श्री,,मताम्
6,,,,,,,,,,,,,,,,,,,42,गेहे,,घर में
6,,,,,,,,,,,,,,,,,,,42,योग,,भ्रष्ट:
6,,,,,,,,,,,,,,,,,,,42,अभिजायते,,जन्म लेता है
6,,,,,,,,,,,,,,,,,,,42,अथवा,,या
6,,,,,,,,,,,,,,,,,,,42,योगिनाम्,,दिव्य ज्ञान से सम्पन्न
6,,,,,,,,,,,,,,,,,,,42,एव,,निश्चय ही
6,,,,,,,,,,,,,,,,,,,42,कुले,,परिवार में
6,,,,,,,,,,,,,,,,,,,42,भवति,,जन्म लेता है।धी
6,,,,,,,,,,,,,,,,,,,42,एतत्,,यह
6,,,,,,,,,,,,,,,,,,,42,हि,,निश्चय ही
6,,,,,,,,,,,,,,,,,,,42,दुर्लभ,,तरम्
6,,,,,,,,,,,,,,,,,,,42,जन्म,,जन्म
6,,,,,,,,,,,,,,,,,,,42,यत्,,जो
6,,,,,,,,,,,,,,,,,,,42,ईदृशम्,,इस प्रकार का।
6,,,,,,,,,,,,,,,,,,,43,तत्र,,वहाँ
6,,,,,,,,,,,,,,,,,,,43,तम्,,उस
6,,,,,,,,,,,,,,,,,,,43,बुद्धि,,संयोगम्
6,,,,,,,,,,,,,,,,,,,43,लभते,,प्राप्त होता है
6,,,,,,,,,,,,,,,,,,,43,पौर्व,,देहिकम्
6,,,,,,,,,,,,,,,,,,,43,यतते,,प्रयास करता है
6,,,,,,,,,,,,,,,,,,,43,च,,भी
6,,,,,,,,,,,,,,,,,,,43,ततः,,तत्पश्चात
6,,,,,,,,,,,,,,,,,,,43,भूयः,,पुनः
6,,,,,,,,,,,,,,,,,,,43,संसिद्धौ,,सिद्धि के लिए
6,,,,,,,,,,,,,,,,,,,43,कुरुनन्दन,,"कुरुपुत्र, अर्जुन।"
6,,,,,,,,,,,,,,,,,,,44,पूर्व,,पिछला
6,,,,,,,,,,,,,,,,,,,44,अभ्यासेन,,अभ्यास से
6,,,,,,,,,,,,,,,,,,,44,तेन,,उसके द्वारा
6,,,,,,,,,,,,,,,,,,,44,एव,,निश्चय ही
6,,,,,,,,,,,,,,,,,,,44,हियते,,आकर्षित होता है
6,,,,,,,,,,,,,,,,,,,44,हि,,निश्चय ही
6,,,,,,,,,,,,,,,,,,,44,अवश:,,असहाय
6,,,,,,,,,,,,,,,,,,,44,अपि,,यद्यपि
6,,,,,,,,,,,,,,,,,,,44,स:,,वह व्यक्ति
6,,,,,,,,,,,,,,,,,,,44,जिज्ञासुः,,उत्सुक
6,,,,,,,,,,,,,,,,,,,44,अपि,,भी
6,,,,,,,,,,,,,,,,,,,44,योगस्य,,योग के संबंध में
6,,,,,,,,,,,,,,,,,,,44,शब्द,,ब्रह्म
6,,,,,,,,,,,,,,,,,,,44,अतिवर्तते,,ऊपर उठ जाते हैं।
6,,,,,,,,,,,,,,,,,,,45,प्रयत्नात्,,कठिन प्रयास के साथ
6,,,,,,,,,,,,,,,,,,,45,यतमानः,,प्रयत्न करते हुए
6,,,,,,,,,,,,,,,,,,,45,तु,,और
6,,,,,,,,,,,,,,,,,,,45,योगी,,ऐसा योगी
6,,,,,,,,,,,,,,,,,,,45,संशुद्ध,,शुद्ध होकर
6,,,,,,,,,,,,,,,,,,,45,किल्बिष:,,सांसारिक कामना से
6,,,,,,,,,,,,,,,,,,,45,अनेक,,अनेकानेक
6,,,,,,,,,,,,,,,,,,,45,जन्म,,जन्मों के बाद
6,,,,,,,,,,,,,,,,,,,45,संसिद्धः,,पूर्ण सिद्धि प्राप्त कर
6,,,,,,,,,,,,,,,,,,,45,ततः,,तब
6,,,,,,,,,,,,,,,,,,,45,याति,,प्राप्त करता है
6,,,,,,,,,,,,,,,,,,,45,पराम्,,सर्वोच्च
6,,,,,,,,,,,,,,,,,,,45,गतिम्,,लक्ष्य।
6,,,,,,,,,,,,,,,,,,,46,तपस्विभ्यः,,तपस्वियों की अपेक्षा
6,,,,,,,,,,,,,,,,,,,46,अधिक:,,श्रेष्ठ
6,,,,,,,,,,,,,,,,,,,46,योगी,,योगी
6,,,,,,,,,,,,,,,,,,,46,ज्ञानिभ्यः,,ज्ञानियों से
6,,,,,,,,,,,,,,,,,,,46,अपि,,भी
6,,,,,,,,,,,,,,,,,,,46,मत:,,माना जाता है
6,,,,,,,,,,,,,,,,,,,46,अधिक,,श्रेष्ठ
6,,,,,,,,,,,,,,,,,,,46,कर्मिभ्यः,,कर्मकाण्डों से श्रेष्ठ
6,,,,,,,,,,,,,,,,,,,46,च,,भी
6,,,,,,,,,,,,,,,,,,,46,अधिक:,,"श्रेष्ठ, योगी"
6,,,,,,,,,,,,,,,,,,,46,तस्मात्,,अतः
6,,,,,,,,,,,,,,,,,,,46,योगी,,योगी
6,,,,,,,,,,,,,,,,,,,46,भव,,हो जाना
6,,,,,,,,,,,,,,,,,,,46,अर्जुन,,अर्जुन।
6,,,,,,,,,,,,,,,,,,,47,योगिनाम्,,सभी योगियों में से
6,,,,,,,,,,,,,,,,,,,47,अपि,,फिर भी
6,,,,,,,,,,,,,,,,,,,47,सर्वेषाम्,,समस्त प्रकार के
6,,,,,,,,,,,,,,,,,,,47,मत्,,गतेन
6,,,,,,,,,,,,,,,,,,,47,अन्त:,,आंतरिक
6,,,,,,,,,,,,,,,,,,,47,आत्मना,,मन के साथ
6,,,,,,,,,,,,,,,,,,,47,श्रद्धावान्,,पूर्ण विश्वास के साथ
6,,,,,,,,,,,,,,,,,,,47,भजतेभक्ति,,में लीन
6,,,,,,,,,,,,,,,,,,,47,य:,,जो
6,,,,,,,,,,,,,,,,,,,47,माम्,,मेरे प्रति
6,,,,,,,,,,,,,,,,,,,47,स:,,वह
6,,,,,,,,,,,,,,,,,,,47,मे,,मेरे द्वारा
6,,,,,,,,,,,,,,,,,,,47,युक्त,,तमः
6,,,,,,,,,,,,,,,,,,,47,मतः,,माना जाता है।
7,,,,,,,,,,,,,,,,,,,1,श्रीभगवान,,उवाच
7,,,,,,,,,,,,,,,,,,,1,मयि,,मुझमें
7,,,,,,,,,,,,,,,,,,,1,आसक्त,,मना:
7,,,,,,,,,,,,,,,,,,,1,पार्थ,,"पृथापुत्र, अर्जुन"
7,,,,,,,,,,,,,,,,,,,1,योगम्,,भक्ति योगः युञ्जन्
7,,,,,,,,,,,,,,,,,,,1,आश्रयः,,मेरे प्रति समर्पित
7,,,,,,,,,,,,,,,,,,,1,असंशयम्,,सन्देह से मुक्त
7,,,,,,,,,,,,,,,,,,,1,समग्रम्,,पूर्णतया
7,,,,,,,,,,,,,,,,,,,1,माम्,,मुझे
7,,,,,,,,,,,,,,,,,,,1,यथा,,कैसे
7,,,,,,,,,,,,,,,,,,,1,ज्ञास्यसि,,तुम जान सकते हो
7,,,,,,,,,,,,,,,,,,,1,तत्,,वह
7,,,,,,,,,,,,,,,,,,,1,श्रृणु,,सुनो।
7,,,,,,,,,,,,,,,,,,,2,ज्ञानम्,,ज्ञान
7,,,,,,,,,,,,,,,,,,,2,ते,,तुमसे
7,,,,,,,,,,,,,,,,,,,2,अहम्,,मैं
7,,,,,,,,,,,,,,,,,,,2,स,,सहित
7,,,,,,,,,,,,,,,,,,,2,विज्ञानम्,,विवेक
7,,,,,,,,,,,,,,,,,,,2,इदम्,,यह
7,,,,,,,,,,,,,,,,,,,2,वक्ष्यामि,,प्रकट करना
7,,,,,,,,,,,,,,,,,,,2,अशेषत:,,पूर्णरूप से
7,,,,,,,,,,,,,,,,,,,2,यत्,,जिसे
7,,,,,,,,,,,,,,,,,,,2,ज्ञात्वा,,जानकर
7,,,,,,,,,,,,,,,,,,,2,न,,नहीं
7,,,,,,,,,,,,,,,,,,,2,इह,,इस संसार में
7,,,,,,,,,,,,,,,,,,,2,भूयः,,आगे
7,,,,,,,,,,,,,,,,,,,2,अन्यत्,,अन्य कुछ
7,,,,,,,,,,,,,,,,,,,2,ज्ञातव्यम्,,जानने योग्य
7,,,,,,,,,,,,,,,,,,,2,अवशिष्यते,,शेष रहता है।
7,,,,,,,,,,,,,,,,,,,3,मनुष्याणाम्,,मनुष्यों में
7,,,,,,,,,,,,,,,,,,,3,सहस्त्रेषु,,कई हजारों में से
7,,,,,,,,,,,,,,,,,,,3,कश्चित्,,कोई एक
7,,,,,,,,,,,,,,,,,,,3,यतति,,प्रयत्न करता है
7,,,,,,,,,,,,,,,,,,,3,सिद्धये,,पूर्णता के लिए
7,,,,,,,,,,,,,,,,,,,3,यतताम्,,प्रयास करने वाला
7,,,,,,,,,,,,,,,,,,,3,अपि,,निस्सन्देह
7,,,,,,,,,,,,,,,,,,,3,सिद्धानाम्,,वह जिसने सिद्धि प्राप्त कर ली हो
7,,,,,,,,,,,,,,,,,,,3,कश्चित्,,कोई एक
7,,,,,,,,,,,,,,,,,,,3,माम्,,मुझको
7,,,,,,,,,,,,,,,,,,,3,वेत्ति,,जानता है
7,,,,,,,,,,,,,,,,,,,3,तत्त्वतः,,वास्तव
7,,,,,,,,,,,,,,,,,,,4,भूमिः,,पृथ्वी
7,,,,,,,,,,,,,,,,,,,4,आप:,,जल
7,,,,,,,,,,,,,,,,,,,4,अनल:,,अग्नि
7,,,,,,,,,,,,,,,,,,,4,वायु:,,वायुः खम्
7,,,,,,,,,,,,,,,,,,,4,मन:,,मन
7,,,,,,,,,,,,,,,,,,,4,बुद्धिः,,बुद्धि
7,,,,,,,,,,,,,,,,,,,4,एव,,निश्चय ही
7,,,,,,,,,,,,,,,,,,,4,च,,और
7,,,,,,,,,,,,,,,,,,,4,अहंकारः,,अहम्
7,,,,,,,,,,,,,,,,,,,4,इति,,इस प्रकार
7,,,,,,,,,,,,,,,,,,,4,इयम्,,ये सब
7,,,,,,,,,,,,,,,,,,,4,मे,,मेरी
7,,,,,,,,,,,,,,,,,,,4,भिन्ना,,पृथक्
7,,,,,,,,,,,,,,,,,,,4,प्रकृतिः,,भौतिक शक्तियाँ
7,,,,,,,,,,,,,,,,,,,4,अष्टधा,,आठ प्रकार की।
7,,,,,,,,,,,,,,,,,,,5,अपरा,,"निकृष्ट, इयम्"
7,,,,,,,,,,,,,,,,,,,5,इत:,,इसके अतिरिक्त
7,,,,,,,,,,,,,,,,,,,5,तु,,लेकिन
7,,,,,,,,,,,,,,,,,,,5,अन्याम्,,अन्य
7,,,,,,,,,,,,,,,,,,,5,प्रकृतिम्,,प्राकृत शक्ति
7,,,,,,,,,,,,,,,,,,,5,विद्धि,,जानना
7,,,,,,,,,,,,,,,,,,,5,मे,,मेरी
7,,,,,,,,,,,,,,,,,,,5,परम,,उत्कृष्ट
7,,,,,,,,,,,,,,,,,,,5,जीव,,भूताम्
7,,,,,,,,,,,,,,,,,,,5,महा,,बाहो
7,,,,,,,,,,,,,,,,,,,5,यथा,,जिसके द्वारा
7,,,,,,,,,,,,,,,,,,,5,इदम्,,यह
7,,,,,,,,,,,,,,,,,,,5,धार्यते,,आधार पर
7,,,,,,,,,,,,,,,,,,,5,जगत्,,भौतिक संसार।
7,,,,,,,,,,,,,,,,,,,6,एतत्,,योनीनि
7,,,,,,,,,,,,,,,,,,,6,भूतानि,,सभी जीव
7,,,,,,,,,,,,,,,,,,,6,सर्वाणि,,सभी
7,,,,,,,,,,,,,,,,,,,6,इति,,वह
7,,,,,,,,,,,,,,,,,,,6,उपधारय,,जानो
7,,,,,,,,,,,,,,,,,,,6,अहम्,,मैं
7,,,,,,,,,,,,,,,,,,,6,कृत्स्नस्य,,सम्पूर्ण
7,,,,,,,,,,,,,,,,,,,6,जगतः,,सृष्टि
7,,,,,,,,,,,,,,,,,,,6,प्रभवः,,स्रोत
7,,,,,,,,,,,,,,,,,,,6,प्रलयः,,संहार
7,,,,,,,,,,,,,,,,,,,6,तथा,,और।
7,,,,,,,,,,,,,,,,,,,7,मत्तः,,मुझसे
7,,,,,,,,,,,,,,,,,,,7,पर,,तरम्
7,,,,,,,,,,,,,,,,,,,7,न,,नहीं
7,,,,,,,,,,,,,,,,,,,7,अन्यत्,,किञ्चित्
7,,,,,,,,,,,,,,,,,,,7,अस्ति,,है
7,,,,,,,,,,,,,,,,,,,7,ध नञ्जय,,"धन और वैभव का स्वामी, अर्जुन,"
7,,,,,,,,,,,,,,,,,,,7,मयि,,मुझमें
7,,,,,,,,,,,,,,,,,,,7,सर्वम्,,सब कुछ
7,,,,,,,,,,,,,,,,,,,7,इदम्,,जो हम देखते हैं
7,,,,,,,,,,,,,,,,,,,7,प्रोतम्,,गुंथा हुआ
7,,,,,,,,,,,,,,,,,,,7,सूत्रे,,धागे में
7,,,,,,,,,,,,,,,,,,,7,मणि,,गणा:
7,,,,,,,,,,,,,,,,,,,7,इव,,समान।
7,,,,,,,,,,,,,,,,,,,8,रसः,,स्वाद
7,,,,,,,,,,,,,,,,,,,8,अहम्,,मैं
7,,,,,,,,,,,,,,,,,,,8,अप्सु,,जल में
7,,,,,,,,,,,,,,,,,,,8,कौन्तेय,,"कुन्तीपुत्र, अर्जुन"
7,,,,,,,,,,,,,,,,,,,8,प्रभा,,प्रकाश
7,,,,,,,,,,,,,,,,,,,8,अस्मि,,हूँ
7,,,,,,,,,,,,,,,,,,,8,शशि,,सूर्ययो:
7,,,,,,,,,,,,,,,,,,,8,प्रणवः,,पवित्र मंत्र ओम
7,,,,,,,,,,,,,,,,,,,8,सर्व,,सारे
7,,,,,,,,,,,,,,,,,,,8,वेदेषु,,वेद
7,,,,,,,,,,,,,,,,,,,8,शब्दः,,ध्वनि
7,,,,,,,,,,,,,,,,,,,8,खे,,व्योम में
7,,,,,,,,,,,,,,,,,,,8,पौरूषम्,,सामर्थ्य
7,,,,,,,,,,,,,,,,,,,8,नृषु,,मनुष्यों में।
7,,,,,,,,,,,,,,,,,,,9,पुण्यः,,"पवित्र, गन्धः"
7,,,,,,,,,,,,,,,,,,,9,पृथिव्याम्,,पृथ्वी में
7,,,,,,,,,,,,,,,,,,,9,च,,और
7,,,,,,,,,,,,,,,,,,,9,तेज:,,प्रकाश
7,,,,,,,,,,,,,,,,,,,9,च,,भी
7,,,,,,,,,,,,,,,,,,,9,अस्मि,,मैं हूँ
7,,,,,,,,,,,,,,,,,,,9,विभावसौ,,अग्नि में
7,,,,,,,,,,,,,,,,,,,9,जीवनम्,,जीवन शक्ति
7,,,,,,,,,,,,,,,,,,,9,सर्व,,समस्त
7,,,,,,,,,,,,,,,,,,,9,भूतेषु,,जीव
7,,,,,,,,,,,,,,,,,,,9,तपः,,तपस्या
7,,,,,,,,,,,,,,,,,,,9,च,,भी
7,,,,,,,,,,,,,,,,,,,9,अस्मि,,हूँ
7,,,,,,,,,,,,,,,,,,,9,तपस्विषु,,तपस्वियों में।
7,,,,,,,,,,,,,,,,,,,10,बीजम्,,बीज
7,,,,,,,,,,,,,,,,,,,10,माम,,मुझको
7,,,,,,,,,,,,,,,,,,,10,सर्व,,भूतानाम्
7,,,,,,,,,,,,,,,,,,,10,विद्धि,,जानना
7,,,,,,,,,,,,,,,,,,,10,पार्थ,,"पृथापुत्र, अर्जुनः सनातनम्"
7,,,,,,,,,,,,,,,,,,,10,बुद्धिः,,बुद्धि
7,,,,,,,,,,,,,,,,,,,10,बुद्धि,,मताम्
7,,,,,,,,,,,,,,,,,,,10,अस्मि,,हूँ
7,,,,,,,,,,,,,,,,,,,10,तेजः,,तेज
7,,,,,,,,,,,,,,,,,,,10,तेजस्विनाम्,,तेजस्वियों का
7,,,,,,,,,,,,,,,,,,,10,अहम्,,मैं।
7,,,,,,,,,,,,,,,,,,,11,बलम्,,शक्ति
7,,,,,,,,,,,,,,,,,,,11,बल,,वताम्
7,,,,,,,,,,,,,,,,,,,11,च,,तथा
7,,,,,,,,,,,,,,,,,,,11,अहम्,,मैं हूँ
7,,,,,,,,,,,,,,,,,,,11,काम,,कामना
7,,,,,,,,,,,,,,,,,,,11,राग,,आसक्ति
7,,,,,,,,,,,,,,,,,,,11,विवर्जितम्,,रहित
7,,,,,,,,,,,,,,,,,,,11,धर्म,,अविरुद्धः
7,,,,,,,,,,,,,,,,,,,11,भूतेषु,,सभी जीवों में
7,,,,,,,,,,,,,,,,,,,11,कामः,,कामुक गतिविधियाँ
7,,,,,,,,,,,,,,,,,,,11,अस्मि,,मैं हूँ
7,,,,,,,,,,,,,,,,,,,11,भरत,,ऋषभ
7,,,,,,,,,,,,,,,,,,,12,ये,,जो भी
7,,,,,,,,,,,,,,,,,,,12,च,,तथा
7,,,,,,,,,,,,,,,,,,,12,एव,,निश्चय ही
7,,,,,,,,,,,,,,,,,,,12,सात्त्विका:,,"सत्वगुण, अच्छाई का गुण"
7,,,,,,,,,,,,,,,,,,,12,भावाः,,भौतिक अस्तित्त्व की अवस्था
7,,,,,,,,,,,,,,,,,,,12,राजसा:,,"रजो गुण, आसक्ति का गुणः तामसा:"
7,,,,,,,,,,,,,,,,,,,12,च,,भी
7,,,,,,,,,,,,,,,,,,,12,ये,,जो
7,,,,,,,,,,,,,,,,,,,12,मत्तः,,मुझसे
7,,,,,,,,,,,,,,,,,,,12,एव,,निश्चय ही
7,,,,,,,,,,,,,,,,,,,12,इति,,इस प्रकार
7,,,,,,,,,,,,,,,,,,,12,तान्,,उनको
7,,,,,,,,,,,,,,,,,,,12,विद्धि,,जानो
7,,,,,,,,,,,,,,,,,,,12,न,,नहीं
7,,,,,,,,,,,,,,,,,,,12,तु,,लेकिन
7,,,,,,,,,,,,,,,,,,,12,अहम्,,मैं
7,,,,,,,,,,,,,,,,,,,12,तेषु,,उनमें
7,,,,,,,,,,,,,,,,,,,12,ते,,वे
7,,,,,,,,,,,,,,,,,,,12,मयि,,मुझमें।
7,,,,,,,,,,,,,,,,,,,13,त्रिभिः,,तीन
7,,,,,,,,,,,,,,,,,,,13,गुण,,मयैः
7,,,,,,,,,,,,,,,,,,,13,भावैः,,अवस्था द्वारा
7,,,,,,,,,,,,,,,,,,,13,एभिः,,ये सब
7,,,,,,,,,,,,,,,,,,,13,सर्वम्,,सम्पूर्ण
7,,,,,,,,,,,,,,,,,,,13,इदम्,,यह
7,,,,,,,,,,,,,,,,,,,13,जगत्,,ब्रह्माण्ड
7,,,,,,,,,,,,,,,,,,,13,मोहितम्,,मोहित होना
7,,,,,,,,,,,,,,,,,,,13,न,,नहीं
7,,,,,,,,,,,,,,,,,,,13,अभिजानाति,,नहीं जानना
7,,,,,,,,,,,,,,,,,,,13,माम्,,मुझको
7,,,,,,,,,,,,,,,,,,,13,एभ्यः,,इनसे
